,title,issues,price,deskripsi,size,img,status
329,KLAWZ,Saintnister,Rp 439.000,"Black cotton fleece 280 gsm zip-up hoodie, multi color plastisol ink screen print, silver chrome color zipper.","['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2024/01/klawz-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/klawz-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/klawz-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/klawz-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/0-zh-size-chart-2023-500x500.jpg']", in ready
330,LANGOL,Saintnister,Rp 429.000,"Black cotton fleece 280 gsm pullover hoodie, white and black plastisol ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/01/langol-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/langol-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/langol-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/langol-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/langol-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/langol-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/0-ph-size-chart-2023-500x500.jpg']",Out of Stock
331,BRUTES,Saintnister,Rp 429.000,Black cotton fleece 280 gsm pullover hoodie black and white plastisol ink screen print.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/01/brutes-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/brutes-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/brutes-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/brutes-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/0-ph-size-chart-2023-500x500.jpg']",Out of Stock
332,LORTE,Saintnister,Rp 159.000,Black acrylic knitted beanie hat with embroidery woven patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/01/lorte-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/lorte-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/lorte-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/lorte-4-500x500.jpg']",Out of Stock
333,KRESO,Saintnister,Rp 79.000,Black cotton spandex crew socks with white direct embroidery.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/01/kreso-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/kreso-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/kreso-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/kreso-4-500x500.jpg']",Out of Stock
334,SOCRE,Saintnister,Rp 79.000,Black and red cotton spandex crew socks.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/01/socre-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/socre-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/socre-3-500x500.jpg']",Out of Stock
335,STAWT,Saintnister,Rp 79.000,White cotton spandex thin socks with black direct embroidery.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/01/stawt-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/stawt-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/stawt-3-500x500.jpg']",Out of Stock
336,LURKY,Saintnister,Rp 699.000,"Black plastic ABS luggage featuring an embossed logo, a telescopic trolley, silent-run wheels, and an anti-theft slider zipper, along with a 3-digit barrel padlock. It comes with a 4-month limited warranty.
-20-inch luggage/baggage/suitcase.
-Dimensions: 49x35x23 (cm).
-Net weight: 2.8 kg.
-Maximum capacity: 40 liters/9 kg.
-Made of black ABS plastic 1.5 mm thick.
-3-step telescopic aluminum trolley handle with PVC plastic trolley handle cover.
-4 pieces of silent-run & 360-degree TPU PVC wheels.
-Anti-theft slider zipper with 3-digit combination barrel padlock.
-2-point flexible rubber-plastic handle.
-Black polyester inner sleeve with black screen printing.
-Black flexible strap inside.
-YKK(R) Coil Zipper inside.
Lock Instructions:
The lock is set at the factory to open at 000. You can keep it as your own combination or set a new one by following these steps:
1.Pull the little red button to set your personal dial combination.
2.Turn the dials to your personal combination.
3.Release the button and test the combination to ensure that it works properly.
To reset the combination, repeat the instructions using the last combination you made.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/01/lurky-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/lurky-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/lurky-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/lurky-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/lurky-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/lurky-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/lurky-7-500x500.jpg']",Out of Stock
337,SKARZ,Saintnister,Rp 189.000,"Black 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, white and purple plastisol ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/01/skarz-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/skarz-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/skarz-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/skarz-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/skarz-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/0-ts-ss-size-chart-2023-500x500.jpg']",Out of Stock
338,SONICAL,Saintnister,Rp 189.000,"Black 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, black and white plastisol ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/01/sonical-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/sonical-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/sonical-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/sonical-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/sonical-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/sonical-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/0-ts-ss-size-chart-2023-500x500.jpg']",Out of Stock
339,CLIMBAL,Saintnister,Rp 189.000,"Black 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, black and white plastisol ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/01/climbal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/climbal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/climbal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/climbal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/climbal-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/climbal-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/0-ts-ss-size-chart-2023-500x500.jpg']",Out of Stock
340,HOUNDAL,Saintnister,Rp 189.000,"Black 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, multi color plastisol ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/01/houndal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/houndal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/houndal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/houndal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/houndal-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/0-ts-ss-size-chart-2023-500x500.jpg']",Out of Stock
341,SNOIRE,Saintnister,Rp 199.000,"Black 20s cotton long sleeve T-shirts, open-end yarn, 100% cotton, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
rib cuffs, double needle bottom hem, multi color plascharge ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/01/snoire-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/snoire-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/snoire-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/snoire-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/snoire-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/0-ts-ls-size-chart-2023-500x500.jpg']",Out of Stock
342,ROMANAL,Saintnister,Rp 419.000,Multi color acrylic vneck cardigan knitwear with woven patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/01/romanal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/romanal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/romanal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/romanal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/romanal-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/romanal-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/romanal-8-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/0-kw-size-chart-2023-1-500x500.jpg']",Out of Stock
343,OURAL,Saintnister,Rp 429.000,Multi color acrilyc crewneck knitwear sweaters with woven patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2024/01/oural-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/oural-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/oural-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/oural-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/oural-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/oural-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/oural-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2024/01/0-kw-size-chart-2023-500x500.jpg']",Out of Stock
344,EDERRA,Saintnister,Rp 399.000,Black genuine leather mini sling bag with black matte zipper and metal patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/12/ederra-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/ederra-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/ederra-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/ederra-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/ederra-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/ederra-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/ederra-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/ederra-8-500x500.jpg']", in ready
345,BRATSO,Saintnister,Rp 299.000,Black genuine leather clutch/pouch with silver chrome color zipper and metal patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/12/bratso-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/bratso-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/bratso-8-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/bratso-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/bratso-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/bratso-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/bratso-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/bratso-7-500x500.jpg']",Out of Stock
346,STEGS,Saintnister,Rp 119.000,Black polyester wallets with white ink debossed screen print on leather card holder.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/12/stegs-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/stegs-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/stegs-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/stegs-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/stegs-5-500x500.jpg']",Out of Stock
347,DERMA,Saintnister,Rp 299.000,Black genuine leather clutch/pouch with gold color chrome zipper and metal patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/12/derma-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/derma-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/derma-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/derma-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/derma-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/derma-6-500x500.jpg']", in ready
348,STATUAL,Saintnister,Rp 189.000,"Black 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, white and silver shimmer plastisol ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/12/statual-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/statual-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/statual-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/statual-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/statual-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/statual-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/0-ts-ss-size-chart-2023-1-500x500.jpg']",Out of Stock
349,SQUAMAT,Saintnister,Rp 189.000,"Black 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, black and silver shimmer plastisol ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/12/squamat-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/squamat-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/squamat-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/squamat-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/squamat-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/squamat-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/0-ts-ss-size-chart-2023-1-500x500.jpg']",Out of Stock
350,COLGANTE,Saintnister,Rp 189.000,"Black 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, multi color plastisol ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/12/colgante-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/colgante-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/colgante-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/colgante-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/colgante-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/0-ts-ss-size-chart-2023-1-500x500.jpg']",Out of Stock
351,STUCKAL,Saintnister,Rp 189.000,"Black 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, white plastisol ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/12/stuckal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/stuckal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/stuckal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/stuckal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/stuckal-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/0-ts-ss-size-chart-2023-1-500x500.jpg']",Out of Stock
352,ANKHAL,Saintnister,Rp 199.000,"Black 20s cotton long sleeve T-shirts, open-end yarn, 100% cotton, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
rib cuffs, double needle bottom hem, white discharge ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/12/ankhal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/ankhal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/ankhal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/ankhal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/ankhal-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/ankhal-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/ankhal-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/0-ts-ls-size-chart-2023-1-500x500.jpg']",Out of Stock
